customer_id,billing_date,plan,amount_usd,payment_status,country,region
cust_0142,2026-07-01,Premium,15.99,Success,South Africa,Africa
cust_0142,2026-08-01,Premium,17.99,Success,South Africa,Africa
cust_0143,2026-06-01,Standard,11.99,Success,Singapore,APAC
cust_0143,2026-07-01,Standard,13.99,Success,Singapore,APAC
cust_0143,2026-08-01,Standard,11.99,Failed,Singapore,APAC
cust_0144,2026-06-01,Standard,13.99,Success,Brazil,LATAM
cust_0144,2026-07-01,Standard,11.99,Success,Brazil,LATAM
cust_0144,2026-08-01,Standard,13.99,Success,Brazil,LATAM
cust_0145,2026-06-01,Basic,8.99,Success,Australia,APAC
cust_0145,2026-07-01,Basic,6.99,Success,Australia,APAC
cust_0145,2026-08-01,Basic,6.99,Success,Australia,APAC
cust_0146,2026-06-01,Basic,6.99,Success,Germany,Europe
cust_0146,2026-07-01,Basic,8.99,Success,Germany,Europe
cust_0146,2026-08-01,Basic,8.99,Success,Germany,Europe
cust_0147,2026-06-01,Standard,13.99,Success,Japan,APAC
cust_0147,2026-07-01,Standard,13.99,Success,Japan,APAC
cust_0147,2026-08-01,Standard,13.99,Success,Japan,APAC
cust_0148,2026-06-01,Premium,15.99,Success,Brazil,LATAM
cust_0148,2026-07-01,Premium,15.99,Success,Brazil,LATAM
cust_0148,2026-08-01,Premium,15.99,Success,Brazil,LATAM
cust_0149,2026-06-01,Basic,8.99,Refunded,South Africa,Africa
cust_0149,2026-07-01,Basic,6.99,Success,South Africa,Africa
cust_0149,2026-08-01,Basic,6.99,Success,South Africa,Africa
cust_0150,2026-06-01,Basic,8.99,Success,Brazil,LATAM
cust_0150,2026-07-01,Basic,8.99,Success,Brazil,LATAM
cust_0150,2026-08-01,Basic,8.99,Success,Brazil,LATAM
