_time,customer_id,country,lat,lon,category,product,units,unit_price,revenue,channel,device,order_status,rating
2026-05-20 15:03:09,c2528,United States,35.0945,-96.532,Home,Throw Blanket,1,47.9,47.9,Affiliate,Mobile,Completed,3
2026-05-20 15:09:18,c4600,Germany,50.0291,8.0344,Apparel,Running Shoes,3,60.73,182.19,Web,Desktop,Completed,2
2026-05-20 16:12:29,c5639,Brazil,-16.5473,-49.8648,Books,Mystery Novel,3,51.04,153.12,Web,Mobile,Completed,2
2026-05-20 17:07:21,c2946,Germany,50.2673,13.1454,Beauty,Lip Balm Set,4,98.28,393.12,Web,Tablet,Completed,5
2026-05-20 17:13:01,c8896,India,22.2381,80.3004,Apparel,Winter Coat,2,9.38,18.76,Marketplace,Tablet,Completed,5
2026-05-20 17:40:20,c2601,United Kingdom,57.5113,-1.1374,Books,Mystery Novel,2,173.93,347.86,Marketplace,Desktop,Pending,4
2026-05-20 17:42:56,c8246,India,20.5893,76.3661,Books,Sci-Fi Anthology,5,124.84,624.2,Mobile App,Mobile,Completed,5
2026-05-20 18:15:37,c7408,Australia,-23.5869,134.486,Beauty,Makeup Brush Kit,3,200.87,602.61,Marketplace,Mobile,Completed,4
2026-05-20 18:48:04,c8166,South Africa,-28.06,24.964,Apparel,Graphic T-Shirt,1,27.77,27.77,Web,Tablet,Completed,3
2026-05-20 18:54:43,c4085,Singapore,-0.5157,102.8104,Sports,Tennis Racket,3,199.14,597.42,Web,Mobile,Completed,5
2026-05-20 19:05:54,c4829,Canada,57.2271,-104.9143,Beauty,Shampoo Bar,3,160.28,480.84,Web,Tablet,Refunded,5
2026-05-20 19:53:53,c6400,Brazil,-14.7116,-53.7269,Electronics,4K Monitor,5,181.15,905.75,Web,Desktop,Completed,1
2026-05-20 20:08:27,c7782,United States,36.8523,-97.0159,Beauty,Shampoo Bar,4,13.44,53.76,Web,Tablet,Completed,4
2026-05-20 20:41:45,c7115,Japan,35.8004,137.4585,Beauty,Makeup Brush Kit,5,104.59,522.95,Mobile App,Desktop,Completed,5
2026-05-20 20:46:29,c4875,Germany,52.2492,7.979,Sports,Water Bottle,4,150.08,600.32,Web,Tablet,Completed,5
2026-05-20 20:52:19,c9201,Brazil,-11.5629,-53.883,Apparel,Baseball Cap,5,94.92,474.6,Marketplace,Mobile,Completed,5
2026-05-20 21:10:08,c8306,United Kingdom,54.5467,-4.451,Apparel,Denim Jacket,1,214.92,214.92,Mobile App,Desktop,Completed,4
2026-05-20 21:34:41,c9587,South Africa,-30.1283,20.4329,Apparel,Denim Jacket,2,130.16,260.32,Mobile App,Desktop,Completed,1
2026-05-20 21:45:05,c9070,United Kingdom,57.884,-4.0863,Electronics,Wireless Headphones,1,32.71,32.71,Affiliate,Desktop,Completed,5
2026-05-20 22:01:13,c7528,Australia,-22.7964,131.116,Beauty,Makeup Brush Kit,3,140.6,421.8,Mobile App,Tablet,Completed,2
2026-05-20 22:09:49,c4394,United States,38.8108,-97.2486,Apparel,Baseball Cap,1,183.92,183.92,Mobile App,Desktop,Completed,3
2026-05-20 22:25:18,c1110,Japan,36.0845,139.8601,Home,Air Purifier,4,47.06,188.24,Marketplace,Desktop,Completed,1
2026-05-20 22:34:55,c1934,France,47.0134,1.786,Apparel,Baseball Cap,4,117.89,471.56,Affiliate,Desktop,Completed,5
2026-05-20 22:38:15,c7121,Canada,58.3081,-106.0322,Home,Throw Blanket,5,111.72,558.6,Web,Mobile,Completed,5
2026-05-20 22:46:43,c2267,Canada,56.1754,-107.0226,Books,Kids Picture Book,3,38.64,115.92,Affiliate,Desktop,Completed,4
2026-05-20 23:23:40,c6527,United Kingdom,56.7276,-1.1831,Beauty,Shampoo Bar,5,175.47,877.35,Mobile App,Tablet,Completed,5
2026-05-20 23:33:51,c3223,United States,34.6627,-93.5505,Books,Cookbook,5,37.82,189.1,Mobile App,Mobile,Completed,5
2026-05-20 23:45:49,c9591,United States,35.2102,-98.2931,Books,Sci-Fi Anthology,2,69.71,139.42,Web,Mobile,Completed,1
2026-05-21 00:12:17,c1550,South Africa,-31.0446,24.5363,Electronics,4K Monitor,1,29.39,29.39,Affiliate,Tablet,Completed,1
2026-05-21 00:28:57,c6401,Australia,-25.5842,132.1079,Apparel,Baseball Cap,1,208.95,208.95,Mobile App,Tablet,Completed,1
2026-05-21 01:36:53,c7681,United Kingdom,54.819,-2.4026,Home,Air Purifier,2,90.54,181.08,Web,Desktop,Completed,2
2026-05-21 01:46:45,c4314,Australia,-22.8116,132.7557,Sports,Dumbbell Set,2,131.18,262.36,Mobile App,Mobile,Completed,3
2026-05-21 01:50:30,c8617,Brazil,-15.861,-53.9532,Sports,Dumbbell Set,2,210.14,420.28,Affiliate,Desktop,Completed,5
2026-05-21 01:54:01,c7590,Mexico,24.7412,-100.2399,Apparel,Denim Jacket,3,13.77,41.31,Mobile App,Mobile,Completed,2
2026-05-21 02:49:54,c1445,United Kingdom,55.9858,-0.4979,Beauty,Perfume,4,63.53,254.12,Marketplace,Mobile,Completed,5
2026-05-21 02:55:02,c8542,India,17.8805,76.8656,Apparel,Running Shoes,2,33.03,66.06,Affiliate,Mobile,Completed,3
2026-05-21 02:57:02,c5025,Australia,-26.7866,133.5076,Books,Business Guide,5,144.43,722.15,Web,Tablet,Cancelled,5
2026-05-21 03:23:11,c9253,Mexico,23.2331,-101.674,Beauty,Lip Balm Set,3,156.33,468.99,Marketplace,Desktop,Completed,4
2026-05-21 03:28:58,c1034,United States,36.8392,-98.4414,Beauty,Face Serum,4,122.43,489.72,Web,Desktop,Completed,3
2026-05-21 03:39:18,c4194,India,21.0616,81.1778,Books,Sci-Fi Anthology,4,82.19,328.76,Web,Tablet,Completed,5
2026-05-21 03:49:59,c6657,Canada,58.2992,-107.9686,Apparel,Winter Coat,2,199.38,398.76,Mobile App,Mobile,Completed,4
2026-05-21 03:57:44,c4646,Germany,53.9403,9.5245,Beauty,Face Serum,3,184.07,552.21,Mobile App,Tablet,Completed,3
2026-05-21 04:22:42,c5984,India,21.91,80.3235,Beauty,Perfume,2,95.63,191.26,Affiliate,Tablet,Refunded,4
2026-05-21 04:34:24,c3450,Brazil,-15.3129,-49.4684,Books,Sci-Fi Anthology,1,156.02,156.02,Affiliate,Desktop,Completed,1
2026-05-21 04:39:42,c9897,Brazil,-11.5516,-53.18,Apparel,Denim Jacket,1,176.85,176.85,Web,Mobile,Completed,4
2026-05-21 04:40:10,c7213,Brazil,-16.8915,-50.3128,Home,Coffee Maker,3,170.0,510.0,Marketplace,Desktop,Completed,5
2026-05-21 04:41:24,c3006,France,48.6074,1.5296,Home,Cutting Board Set,1,35.94,35.94,Marketplace,Mobile,Completed,4
2026-05-21 04:48:53,c7522,United States,35.1787,-92.7114,Beauty,Perfume,2,161.61,323.22,Marketplace,Desktop,Completed,3
2026-05-21 04:52:31,c5532,United States,37.1426,-96.2485,Beauty,Shampoo Bar,3,168.04,504.12,Marketplace,Desktop,Completed,5
2026-05-21 05:07:08,c3137,Brazil,-14.9562,-49.0531,Sports,Dumbbell Set,1,18.03,18.03,Mobile App,Mobile,Pending,3
2026-05-21 05:07:36,c8662,Brazil,-11.838,-49.6073,Books,Kids Picture Book,2,162.8,325.6,Mobile App,Tablet,Refunded,5
2026-05-21 06:26:02,c2094,United States,34.5392,-94.46,Beauty,Lip Balm Set,5,133.92,669.6,Web,Mobile,Completed,5
2026-05-21 06:27:56,c9275,Singapore,-0.4036,106.7759,Beauty,Perfume,4,11.1,44.4,Affiliate,Mobile,Completed,5
2026-05-21 07:10:55,c4152,United Kingdom,53.0632,-5.1936,Sports,Tennis Racket,2,130.09,260.18,Mobile App,Tablet,Completed,3
2026-05-21 07:16:25,c5577,United Kingdom,57.8769,-3.0981,Home,Desk Lamp,3,180.92,542.76,Mobile App,Mobile,Refunded,5
2026-05-21 07:53:35,c9966,Brazil,-14.4908,-48.9841,Home,Desk Lamp,5,171.41,857.05,Marketplace,Tablet,Completed,5
2026-05-21 08:11:29,c1266,United Kingdom,55.4027,-0.9434,Beauty,Perfume,5,205.58,1027.9,Web,Desktop,Completed,5
2026-05-21 08:36:15,c6837,France,43.803,3.8092,Books,Sci-Fi Anthology,2,175.35,350.7,Marketplace,Mobile,Completed,4
2026-05-21 08:38:03,c2231,Germany,51.6985,11.5733,Books,Mystery Novel,5,20.06,100.3,Affiliate,Desktop,Cancelled,5
2026-05-21 08:50:20,c8265,Germany,50.9255,12.4819,Home,Cutting Board Set,1,188.05,188.05,Mobile App,Tablet,Completed,5
2026-05-21 09:18:01,c2497,Australia,-28.1,135.6551,Beauty,Lip Balm Set,4,37.27,149.08,Mobile App,Desktop,Completed,5
2026-05-21 09:47:29,c4555,Canada,56.0191,-107.7126,Apparel,Baseball Cap,3,156.23,468.69,Mobile App,Tablet,Pending,5
2026-05-21 10:33:03,c5448,Mexico,24.6446,-102.7096,Beauty,Perfume,2,183.55,367.1,Mobile App,Desktop,Completed,5
2026-05-21 10:35:55,c7531,Japan,37.2968,139.0435,Sports,Water Bottle,5,67.56,337.8,Web,Desktop,Completed,5
2026-05-21 10:40:01,c2565,Germany,52.5366,11.4221,Beauty,Face Serum,2,92.17,184.34,Web,Mobile,Completed,1
2026-05-21 10:47:21,c6381,Mexico,23.3463,-104.0744,Home,Throw Blanket,4,211.31,845.24,Web,Tablet,Completed,1
2026-05-21 11:23:41,c1020,Germany,52.0012,7.9478,Beauty,Face Serum,3,208.41,625.23,Affiliate,Tablet,Cancelled,5
2026-05-21 11:33:12,c3136,Mexico,23.9514,-103.5254,Books,Mystery Novel,3,23.4,70.2,Mobile App,Tablet,Completed,2
2026-05-21 11:51:22,c6658,India,19.9345,78.9058,Sports,Yoga Mat,1,68.51,68.51,Web,Mobile,Completed,5
2026-05-21 11:52:25,c1166,Mexico,22.2737,-101.8279,Apparel,Baseball Cap,3,29.79,89.37,Affiliate,Mobile,Completed,2
2026-05-21 12:12:25,c6563,United Kingdom,56.2535,-5.6115,Apparel,Running Shoes,3,100.3,300.9,Affiliate,Tablet,Completed,3
2026-05-21 12:15:07,c1484,Singapore,1.5463,103.3602,Home,Air Purifier,1,174.75,174.75,Mobile App,Desktop,Completed,4
2026-05-21 13:00:36,c2718,Australia,-23.8003,134.2435,Sports,Tennis Racket,5,168.88,844.4,Web,Desktop,Completed,1
2026-05-21 13:03:43,c2584,France,47.5948,0.1103,Sports,Dumbbell Set,1,90.02,90.02,Web,Mobile,Completed,3
2026-05-21 13:21:39,c8329,United States,34.1941,-93.1027,Electronics,Wireless Headphones,4,63.78,255.12,Marketplace,Mobile,Completed,1
2026-05-21 14:06:22,c2800,United Kingdom,53.0125,-2.2604,Sports,Tennis Racket,1,92.31,92.31,Marketplace,Mobile,Completed,5
2026-05-21 14:08:58,c8059,Australia,-27.56,134.0818,Home,Air Purifier,2,92.15,184.3,Marketplace,Desktop,Completed,5
2026-05-21 14:27:05,c2218,Japan,37.7837,135.7643,Home,Desk Lamp,1,94.13,94.13,Affiliate,Mobile,Completed,5
2026-05-21 14:38:42,c7146,Canada,56.1611,-103.9108,Home,Throw Blanket,4,18.86,75.44,Web,Tablet,Completed,5
2026-05-21 15:22:23,c1198,United States,39.9887,-94.0488,Home,Coffee Maker,3,149.61,448.83,Affiliate,Tablet,Completed,5
2026-05-21 15:27:22,c6575,Brazil,-11.8281,-52.518,Electronics,Smart Watch,2,89.16,178.32,Affiliate,Desktop,Completed,2
2026-05-21 15:28:33,c8447,India,19.5623,77.8637,Sports,Camping Tent,4,32.24,128.96,Web,Tablet,Completed,5
2026-05-21 16:03:49,c8837,Singapore,1.8012,102.0849,Apparel,Running Shoes,1,60.01,60.01,Mobile App,Desktop,Completed,5
2026-05-21 16:25:52,c3125,Australia,-27.1438,132.6483,Books,Sci-Fi Anthology,2,73.04,146.08,Web,Desktop,Completed,2
2026-05-21 16:44:41,c3887,Canada,56.944,-107.5529,Apparel,Running Shoes,4,211.57,846.28,Affiliate,Desktop,Completed,3
2026-05-21 16:47:17,c6783,Germany,52.9228,8.6752,Home,Cutting Board Set,2,110.86,221.72,Marketplace,Tablet,Completed,4
2026-05-21 17:21:38,c8086,United States,34.1127,-93.716,Home,Desk Lamp,2,47.07,94.14,Mobile App,Desktop,Completed,5
2026-05-21 18:34:28,c5433,Mexico,21.3169,-104.2037,Sports,Water Bottle,1,135.77,135.77,Marketplace,Tablet,Completed,5
2026-05-21 18:37:31,c5442,Brazil,-11.6959,-50.9942,Beauty,Perfume,2,183.53,367.06,Marketplace,Desktop,Completed,4
2026-05-21 18:43:21,c4852,Canada,58.4046,-106.3988,Books,Kids Picture Book,4,99.18,396.72,Marketplace,Desktop,Completed,3
2026-05-21 19:10:49,c7725,Mexico,25.3628,-102.5799,Sports,Dumbbell Set,4,119.6,478.4,Web,Mobile,Completed,4
2026-05-21 19:30:13,c5270,Brazil,-14.3353,-50.7681,Books,Sci-Fi Anthology,1,130.96,130.96,Affiliate,Mobile,Completed,2
2026-05-21 19:35:46,c9739,South Africa,-29.5017,19.9516,Electronics,Bluetooth Speaker,2,72.16,144.32,Affiliate,Desktop,Completed,5
2026-05-21 19:46:02,c7372,Singapore,0.5342,104.8197,Apparel,Running Shoes,1,101.98,101.98,Affiliate,Desktop,Completed,5
2026-05-21 20:05:15,c9226,France,48.8557,0.2105,Beauty,Shampoo Bar,2,34.9,69.8,Marketplace,Mobile,Completed,5
2026-05-21 20:15:27,c3912,Canada,54.1054,-104.6962,Sports,Dumbbell Set,2,179.64,359.28,Affiliate,Desktop,Pending,4
2026-05-21 20:29:02,c9622,India,18.0817,76.3332,Apparel,Winter Coat,4,24.55,98.2,Affiliate,Tablet,Completed,5
2026-05-21 20:32:48,c4547,United Kingdom,52.4861,-0.6595,Books,Business Guide,5,163.21,816.05,Affiliate,Tablet,Refunded,5
2026-05-21 21:19:23,c4109,France,44.8075,3.7025,Electronics,4K Monitor,5,35.69,178.45,Web,Desktop,Completed,5
2026-05-21 21:24:55,c6151,Brazil,-14.6637,-53.8145,Apparel,Running Shoes,3,86.86,260.58,Web,Desktop,Completed,1
2026-05-21 22:01:46,c6829,Germany,53.0433,9.1892,Sports,Camping Tent,3,85.67,257.01,Web,Desktop,Completed,2
2026-05-21 22:01:55,c3570,India,18.9177,76.7172,Home,Coffee Maker,1,185.87,185.87,Web,Mobile,Completed,5
2026-05-21 22:03:43,c5099,United Kingdom,56.5653,-1.6774,Sports,Water Bottle,3,116.88,350.64,Web,Mobile,Completed,5
2026-05-21 22:18:42,c9254,Brazil,-13.5415,-52.3547,Electronics,Mechanical Keyboard,3,199.56,598.68,Mobile App,Desktop,Completed,1
2026-05-21 22:20:28,c9008,Germany,52.8728,9.9805,Home,Throw Blanket,2,181.65,363.3,Web,Desktop,Completed,2
2026-05-21 22:21:35,c4122,United Kingdom,53.9057,-5.2645,Electronics,Smart Watch,4,182.81,731.24,Marketplace,Desktop,Completed,1
2026-05-21 22:30:43,c9647,Canada,56.8221,-103.9149,Electronics,Mechanical Keyboard,2,124.35,248.7,Affiliate,Desktop,Completed,4
2026-05-21 23:05:00,c4784,France,43.4739,-0.3677,Home,Coffee Maker,5,28.59,142.95,Affiliate,Desktop,Completed,4
2026-05-21 23:07:47,c3892,Canada,57.9403,-107.7608,Beauty,Face Serum,4,69.2,276.8,Affiliate,Tablet,Completed,3
2026-05-21 23:11:48,c4065,Japan,37.5885,136.0492,Books,Kids Picture Book,5,96.66,483.3,Web,Mobile,Completed,1
2026-05-21 23:38:10,c4131,India,21.7687,80.6063,Sports,Camping Tent,3,52.47,157.41,Web,Mobile,Completed,1
2026-05-22 00:25:51,c4644,Germany,53.1113,12.1005,Books,Sci-Fi Anthology,2,35.94,71.88,Marketplace,Mobile,Completed,2
2026-05-22 00:26:58,c1855,Brazil,-14.5088,-49.5593,Beauty,Perfume,1,12.34,12.34,Mobile App,Mobile,Completed,4
2026-05-22 01:11:41,c1202,Canada,53.4562,-105.5933,Sports,Tennis Racket,5,13.05,65.25,Mobile App,Desktop,Refunded,4
2026-05-22 01:41:06,c6455,United Kingdom,53.509,-1.8698,Beauty,Makeup Brush Kit,4,52.28,209.12,Marketplace,Desktop,Completed,4
2026-05-22 02:07:14,c4481,Brazil,-13.5253,-52.2854,Books,Mystery Novel,1,35.8,35.8,Web,Desktop,Completed,2
2026-05-22 02:16:26,c5739,Japan,37.6432,137.6636,Apparel,Baseball Cap,1,37.71,37.71,Mobile App,Tablet,Completed,5
2026-05-22 02:16:30,c4868,Singapore,0.7987,106.5291,Electronics,Mechanical Keyboard,4,102.28,409.12,Marketplace,Desktop,Pending,5
2026-05-22 02:17:30,c3961,Mexico,20.9879,-104.2303,Books,Cookbook,4,22.41,89.64,Marketplace,Mobile,Completed,5
2026-05-22 02:22:27,c9332,India,19.5677,78.1497,Electronics,Smart Watch,4,131.02,524.08,Marketplace,Desktop,Pending,5
2026-05-22 02:37:37,c5331,France,46.349,0.8452,Home,Desk Lamp,4,61.01,244.04,Web,Desktop,Cancelled,1
2026-05-22 02:52:54,c2281,Australia,-24.1151,130.9839,Sports,Camping Tent,4,184.91,739.64,Marketplace,Tablet,Completed,2
2026-05-22 03:21:55,c2252,Canada,55.6711,-104.9367,Home,Coffee Maker,5,109.84,549.2,Mobile App,Desktop,Completed,2
2026-05-22 03:36:35,c2303,Canada,53.352,-107.1977,Beauty,Makeup Brush Kit,4,20.42,81.68,Marketplace,Tablet,Completed,2
2026-05-22 03:40:04,c5754,United States,37.976,-95.3249,Books,Kids Picture Book,5,105.76,528.8,Mobile App,Desktop,Completed,4
2026-05-22 04:01:56,c4231,France,47.1686,0.6799,Beauty,Face Serum,2,81.83,163.66,Affiliate,Tablet,Completed,3
2026-05-22 04:14:38,c6572,Germany,50.6394,8.5195,Home,Air Purifier,1,46.21,46.21,Affiliate,Tablet,Completed,5
2026-05-22 04:17:41,c1149,Canada,57.3057,-107.6035,Apparel,Denim Jacket,2,163.89,327.78,Marketplace,Tablet,Refunded,2
2026-05-22 04:40:27,c7097,France,45.1476,2.1044,Electronics,Bluetooth Speaker,2,122.57,245.14,Mobile App,Desktop,Completed,1
2026-05-22 04:46:36,c6073,South Africa,-32.854,21.8132,Beauty,Makeup Brush Kit,4,125.78,503.12,Affiliate,Mobile,Completed,5
2026-05-22 04:49:22,c9432,Japan,34.0187,136.743,Home,Desk Lamp,3,90.17,270.51,Mobile App,Desktop,Completed,5
2026-05-22 04:49:49,c6205,Germany,51.7252,8.1522,Home,Air Purifier,1,40.15,40.15,Marketplace,Tablet,Completed,5
2026-05-22 05:17:45,c4115,United Kingdom,55.7073,-5.3691,Home,Throw Blanket,5,65.04,325.2,Affiliate,Tablet,Completed,4
2026-05-22 05:45:17,c1412,South Africa,-32.4938,20.806,Books,Business Guide,3,89.16,267.48,Web,Tablet,Completed,4
2026-05-22 05:56:12,c9486,South Africa,-29.4343,25.296,Electronics,Smart Watch,2,178.47,356.94,Affiliate,Desktop,Completed,2
2026-05-22 06:09:12,c6860,United States,38.6021,-96.197,Beauty,Shampoo Bar,3,85.59,256.77,Affiliate,Desktop,Completed,2
2026-05-22 06:31:23,c9054,Brazil,-13.1848,-49.6475,Sports,Camping Tent,1,143.73,143.73,Marketplace,Tablet,Cancelled,4
2026-05-22 08:03:29,c1939,South Africa,-30.1899,20.831,Beauty,Face Serum,4,45.0,180.0,Marketplace,Tablet,Completed,5
2026-05-22 08:19:19,c2010,Singapore,1.6973,102.3667,Books,Sci-Fi Anthology,5,50.42,252.1,Web,Mobile,Completed,2
2026-05-22 08:20:56,c2919,South Africa,-27.7547,23.3816,Books,Business Guide,3,164.84,494.52,Web,Mobile,Refunded,5
2026-05-22 08:22:36,c3802,Singapore,2.5471,103.2474,Books,Mystery Novel,3,112.98,338.94,Mobile App,Mobile,Completed,4
2026-05-22 09:25:39,c2502,Japan,36.4282,140.9048,Electronics,Bluetooth Speaker,3,120.89,362.67,Web,Tablet,Completed,4
2026-05-22 10:52:25,c8527,United States,34.2726,-95.2405,Home,Throw Blanket,1,15.52,15.52,Affiliate,Desktop,Completed,1
2026-05-22 11:02:28,c8586,France,47.7111,2.558,Beauty,Makeup Brush Kit,4,87.31,349.24,Mobile App,Mobile,Pending,5
2026-05-22 11:04:00,c1998,Japan,35.0106,136.1096,Beauty,Makeup Brush Kit,4,71.71,286.84,Mobile App,Tablet,Completed,5
2026-05-22 11:22:55,c9782,Mexico,22.2554,-101.7692,Electronics,4K Monitor,5,169.17,845.85,Mobile App,Desktop,Completed,2
2026-05-22 12:10:50,c6862,United Kingdom,55.1562,-0.8225,Books,Mystery Novel,1,168.79,168.79,Mobile App,Desktop,Completed,4
2026-05-22 12:55:02,c1960,Brazil,-15.3234,-49.2125,Apparel,Running Shoes,3,14.87,44.61,Web,Desktop,Completed,5
2026-05-22 13:52:10,c4567,United States,36.0902,-95.78,Sports,Yoga Mat,2,34.46,68.92,Affiliate,Desktop,Refunded,2
2026-05-22 14:14:41,c1083,Mexico,25.8656,-104.063,Books,Kids Picture Book,5,208.61,1043.05,Affiliate,Desktop,Completed,5
2026-05-22 14:30:43,c3693,Germany,52.2922,10.9332,Apparel,Baseball Cap,3,203.85,611.55,Mobile App,Desktop,Completed,5
2026-05-22 15:09:45,c1704,Brazil,-14.3807,-52.9046,Books,Sci-Fi Anthology,5,191.71,958.55,Mobile App,Tablet,Cancelled,1
2026-05-22 15:26:58,c7528,Japan,38.0995,138.0118,Home,Desk Lamp,1,147.93,147.93,Marketplace,Mobile,Refunded,4
2026-05-22 15:51:56,c4711,United Kingdom,54.5502,-2.5662,Beauty,Makeup Brush Kit,2,175.32,350.64,Mobile App,Mobile,Completed,5
2026-05-22 16:03:31,c7568,Singapore,0.5868,103.8322,Electronics,4K Monitor,5,216.06,1080.3,Web,Mobile,Refunded,4
2026-05-22 16:54:40,c2436,South Africa,-29.7074,23.3114,Books,Cookbook,3,32.53,97.59,Web,Desktop,Completed,4
2026-05-22 17:00:08,c4064,Japan,38.6904,137.3602,Sports,Dumbbell Set,3,85.83,257.49,Mobile App,Tablet,Completed,5
2026-05-22 17:27:56,c8913,Japan,37.0812,136.5913,Home,Cutting Board Set,4,84.66,338.64,Web,Mobile,Completed,1
2026-05-22 17:28:22,c6548,South Africa,-28.9035,23.0293,Books,Kids Picture Book,3,14.79,44.37,Mobile App,Tablet,Completed,5
2026-05-22 17:35:04,c3856,Canada,58.6466,-108.4312,Sports,Tennis Racket,2,68.82,137.64,Affiliate,Mobile,Refunded,5
2026-05-22 17:56:24,c5216,Canada,54.1795,-107.2013,Home,Air Purifier,2,113.29,226.58,Mobile App,Mobile,Completed,2
2026-05-22 18:24:55,c2817,Canada,59.0674,-109.1966,Beauty,Makeup Brush Kit,2,77.67,155.34,Web,Desktop,Cancelled,2
2026-05-22 18:34:22,c1227,Singapore,-0.2128,105.861,Books,Kids Picture Book,1,58.58,58.58,Web,Tablet,Completed,4
2026-05-22 19:05:07,c3237,Singapore,3.2044,104.3531,Electronics,Mechanical Keyboard,2,180.49,360.98,Marketplace,Mobile,Completed,5
2026-05-22 19:36:45,c8637,Mexico,23.7362,-103.9215,Beauty,Lip Balm Set,1,35.87,35.87,Mobile App,Tablet,Completed,4
2026-05-22 20:04:20,c4840,Mexico,22.4051,-102.4547,Home,Cutting Board Set,3,155.31,465.93,Web,Desktop,Completed,4
2026-05-22 20:08:11,c8856,United States,34.81,-98.2142,Books,Kids Picture Book,1,132.41,132.41,Marketplace,Tablet,Completed,3
2026-05-22 20:14:30,c9639,Canada,54.4459,-109.2602,Beauty,Makeup Brush Kit,1,56.12,56.12,Marketplace,Desktop,Completed,5
2026-05-22 20:34:45,c9914,France,44.2131,2.0582,Apparel,Winter Coat,2,191.5,383.0,Web,Tablet,Cancelled,1
2026-05-22 20:48:37,c2340,Brazil,-16.2157,-49.8414,Apparel,Baseball Cap,3,9.29,27.87,Mobile App,Mobile,Completed,5
2026-05-22 21:05:06,c8075,Singapore,-0.6616,104.5816,Books,Sci-Fi Anthology,3,94.15,282.45,Web,Mobile,Completed,1
2026-05-22 21:27:26,c7993,Mexico,24.791,-100.1836,Apparel,Graphic T-Shirt,2,56.05,112.1,Web,Tablet,Completed,1
2026-05-22 22:06:57,c8545,Japan,38.6922,137.1859,Home,Coffee Maker,1,190.66,190.66,Marketplace,Mobile,Completed,5
2026-05-22 22:19:23,c8011,Australia,-25.5283,135.197,Beauty,Perfume,5,94.34,471.7,Mobile App,Desktop,Refunded,5
2026-05-22 22:40:38,c5554,Australia,-26.9296,131.7243,Home,Cutting Board Set,1,112.24,112.24,Web,Mobile,Pending,5
2026-05-22 22:55:07,c8506,Canada,58.7053,-104.1628,Apparel,Graphic T-Shirt,2,32.55,65.1,Mobile App,Mobile,Pending,5
2026-05-22 23:24:48,c7043,Germany,48.8008,9.3872,Beauty,Perfume,2,26.66,53.32,Web,Tablet,Refunded,4
2026-05-22 23:46:31,c2310,United States,37.1249,-93.2334,Books,Kids Picture Book,3,100.78,302.34,Web,Mobile,Completed,4
2026-05-23 00:08:43,c9146,Germany,51.548,12.8106,Electronics,Wireless Headphones,3,93.11,279.33,Marketplace,Tablet,Completed,4
2026-05-23 01:08:18,c8387,United Kingdom,57.2446,-2.3388,Home,Desk Lamp,2,196.08,392.16,Mobile App,Tablet,Completed,5
2026-05-23 01:29:02,c3885,United States,36.9425,-93.2858,Sports,Dumbbell Set,3,139.27,417.81,Marketplace,Desktop,Completed,4
2026-05-23 01:55:51,c6287,Canada,57.6162,-109.0289,Sports,Water Bottle,1,66.15,66.15,Marketplace,Tablet,Completed,4
2026-05-23 01:59:45,c9503,Brazil,-15.2349,-51.3785,Books,Sci-Fi Anthology,2,57.46,114.92,Marketplace,Tablet,Completed,5
2026-05-23 02:09:44,c9867,United Kingdom,57.5754,-4.7344,Beauty,Perfume,1,103.92,103.92,Web,Desktop,Completed,5
2026-05-23 02:17:39,c1269,Brazil,-14.4117,-53.483,Home,Air Purifier,4,210.99,843.96,Web,Desktop,Completed,3
2026-05-23 02:17:46,c4438,Canada,57.0545,-103.4144,Apparel,Winter Coat,2,161.35,322.7,Affiliate,Desktop,Completed,5
2026-05-23 02:29:49,c4823,South Africa,-33.4192,21.8266,Home,Coffee Maker,5,42.69,213.45,Affiliate,Tablet,Completed,4
2026-05-23 02:31:05,c4531,Australia,-22.8257,133.7883,Sports,Water Bottle,2,15.0,30.0,Affiliate,Mobile,Completed,5
2026-05-23 02:52:14,c4700,United States,37.3849,-96.093,Home,Throw Blanket,3,216.59,649.77,Marketplace,Mobile,Cancelled,5
2026-05-23 03:02:54,c6064,Mexico,22.3055,-101.6898,Home,Desk Lamp,2,133.75,267.5,Marketplace,Tablet,Completed,5
2026-05-23 03:28:44,c9471,Germany,48.75,8.1385,Sports,Dumbbell Set,1,54.01,54.01,Web,Tablet,Completed,1
2026-05-23 03:40:54,c2667,Mexico,25.1379,-103.9421,Sports,Yoga Mat,3,196.66,589.98,Web,Desktop,Completed,1
2026-05-23 04:04:14,c5354,Australia,-23.4864,131.8761,Beauty,Shampoo Bar,4,45.62,182.48,Marketplace,Desktop,Completed,2
2026-05-23 04:13:15,c1201,Australia,-23.63,136.1456,Beauty,Face Serum,5,8.54,42.7,Mobile App,Desktop,Completed,5
2026-05-23 04:55:49,c3321,Australia,-24.7282,132.4764,Beauty,Lip Balm Set,1,57.35,57.35,Affiliate,Mobile,Completed,4
2026-05-23 05:17:23,c5513,Germany,52.8453,10.9508,Electronics,Wireless Headphones,4,33.15,132.6,Mobile App,Mobile,Cancelled,5
2026-05-23 05:23:41,c1375,France,47.3192,1.1206,Electronics,Mechanical Keyboard,5,167.06,835.3,Affiliate,Tablet,Completed,5
